"comparison","node","is_key_action","outgoing_analyzed_dyads","incoming_analyzed_dyads","sender_seed123","receiver_seed123","sender_seed456","receiver_seed456","sender_seed789","receiver_seed789","sender_seed1011","receiver_seed1011"
"cdtally_AT","wb_t_ho",FALSE,15,14,0.0248081302364554,-0.0192957828703554,0.0261985254265009,-0.0193405201529961,0.0259362848979331,-0.0196660936215097,0.0248254423192561,-0.021118753429071
"cdtally_AT","keypress",FALSE,31,32,0.00785531873934244,-0.00517551730397841,0.0102560781733576,-0.00504614303901706,0.00862421803831658,-0.00591449165296669,0.00846200585827321,-0.00594768801502289
"cdtally_AT","wb_f",FALSE,13,14,0.0283670900268097,-0.0169711913001013,0.0294808514456492,-0.0146845367058742,0.0281394004945302,-0.0181367057886795,0.0273920068647429,-0.0181328610268019
"cdtally_AT","so_c",FALSE,9,5,-0.00326854348910423,-0.0361703968229286,-0.000663804100745742,-0.0448845704115327,-0.000892224817074569,-0.0430697477331083,-0.00202189979203038,-0.035565183474427
"cdtally_AT","so_2_asc",TRUE,9,6,-0.0182501347969284,-0.0556990008929931,-0.0174769394354628,-0.0596658646266473,-0.0173532013911271,-0.0641255200082837,-0.0179518737935174,-0.0535188375885305
"cdtally_AT","wb_t_h",FALSE,14,15,0.0256441418178028,-0.0187865724424271,0.0267781650040827,-0.0171768634721381,0.0257826733478185,-0.0198684324166605,0.0241336177670932,-0.0197090566703937
"cdtally_AT","ss_data",TRUE,11,13,-0.00760636781739942,0.0266722012799801,-0.00373378790153013,0.0290093972965897,-0.00794375677769935,0.0252205619464289,-0.00797765937716938,0.0256409445764203
"cdtally_AT","so",TRUE,15,3,-0.0141349439506384,0.130033664652688,-0.0115311224610303,0.130975344646959,-0.0111390915517276,0.127815833820383,-0.0129278423025642,0.142895751750663
"cdtally_AT","so_2_desc",TRUE,0,5,NA,0.0379056090357619,NA,0.0404117796763604,NA,0.0408132050223932,NA,0.0419782225414654
"cdtally_AT","ss_file",FALSE,16,15,-0.00364736048941308,-0.00551931969432954,-0.00164012804361904,-0.00263874207043889,-0.00171534636845004,-0.0059562002602057,-0.00320878952908405,-0.00650914846817288
"cdtally_AT","so_1_4",FALSE,5,5,-0.0334746788564927,0.00312849516802769,-0.0491814645235486,0.00428255462190567,-0.0419541939694071,-0.00122654057008647,-0.0406141965404045,0.0036581020574892
"cdtally_AT","split_v",FALSE,15,11,0.0103669345075152,-0.0161116375561594,0.0129860367343566,-0.0158414407015417,0.0117760497898787,-0.0178869758624313,0.011300489146136,-0.0175548598960178
"cdtally_AT","wb_h",FALSE,17,12,0.0212918825860098,-0.0271904102173793,0.0226413947476415,-0.026334557610627,0.0212030817709833,-0.0270217234440227,0.0193366937060732,-0.0283149859914188
"cdtally_AT","wb_t_sch",FALSE,14,12,0.0241703126588231,-0.0128073897605758,0.0253636317658265,-0.00943716176685951,0.0245814789079408,-0.0146120239987171,0.023637450027157,-0.0141732801558342
"cdtally_AT","ss_edit",FALSE,14,14,-0.00100533068514092,0.0504414557013927,0.000980181337448451,0.047135398369911,3.7284456178144e-06,0.0499927322582335,-0.000474465605154137,0.049032793591278
"cdtally_AT","wb_e",FALSE,14,14,0.022545122006679,-0.0174070241127635,0.0247190789895875,-0.0165694410221273,0.0237725883988411,-0.0177451422931388,0.0225490225953787,-0.017894412277116
"cdtally_AT","so_1_2",FALSE,0,6,NA,0.09121984809383,NA,0.0872475581462412,NA,0.0833699154862713,NA,0.0843131287820923
"cdtally_AT","ss_sch",FALSE,9,10,-0.0130804874037999,0.0171652336336846,-0.00851212053043401,0.0152608631521669,-0.0119527481433109,0.0172017205819494,-0.0113198770586315,0.0152048336997435
"cdtally_AT","sch_ok",FALSE,13,7,-0.00605583365662048,0.0472531926873281,-0.00635407820248659,0.0409261099935697,-0.00418597494496466,0.0479655991666366,-0.0070625649606355,0.0454979261473087
"cdtally_AT","sch_n",FALSE,10,5,-0.0713244649993205,0.0126540461525427,-0.0717443727851428,0.0145490006122605,-0.0587071516828492,0.0161021145695235,-0.0707538660866865,0.0150752515876585
"cdtally_AT","split_h",FALSE,17,14,0.0130595220113932,-0.0100830018222973,0.0143908474488254,-0.0100136424573124,0.0145112228861639,-0.0102775387482094,0.0132408188495342,-0.0112433630760723
"cdtally_AT","ss_help",FALSE,9,12,-0.00566788182275347,-0.0192972342277294,-0.00369844874196238,-0.020143931246273,-0.000821265950077185,-0.0190094773386509,-0.0041483636378557,-0.0194030682860236
"cdtally_AT","ss_save",FALSE,7,7,-0.00640422653461853,-0.00428983081564348,-0.00412164878581804,-0.0043946416154879,-0.0043434696497719,-0.00570109589838744,-0.00432796084091812,-0.00494162183387379
"cdtally_AT","help_a",FALSE,14,18,0.0306290875285986,-0.00967520540451547,0.0320049311846986,-0.00782195762065486,0.0297013244931443,-0.00996674598007948,0.0285547510194233,-0.0103623228845311
"cdtally_AT","so_1_1",FALSE,5,4,0.0381435010097564,-0.00770037097001876,0.0359184040445824,-0.00541224401258414,0.031864677061607,-0.00545476008724483,0.0344431358672734,-0.0122228237946223
"cdtally_AT","sch",FALSE,5,3,-0.00397800604210227,-0.0389879582547485,-0.000235543235319958,-0.0418817229961289,-0.00205455283320828,-0.0377240965530774,-0.00289296399497772,-0.0435012352620349
"cdtally_AT","sch_b",FALSE,0,2,NA,-0.035773133405904,NA,-0.0353711721262758,NA,-0.0405921084000157,NA,-0.0364481554779326
"cdtally_AT","help",FALSE,0,3,NA,0.0312625077579448,NA,0.0290766026955643,NA,0.0368595803962094,NA,0.0345147034242204
"cdtally_AT","so_1_0",FALSE,0,4,NA,0.014702306787673,NA,0.0207243468230322,NA,0.0146083787897463,NA,0.0228347880593588
"cdtally_AT","save",FALSE,4,2,-0.148869170911657,-0.0808278423541841,-0.143363333845706,-0.0833164926285788,-0.163768704843806,-0.0831231404998022,-0.156574910130175,-0.0776597306377894
"cdtally_AT","ss_copy",FALSE,0,2,NA,0.00200426992447068,NA,0.00524869605658158,NA,0.00563406580908621,NA,0.0029168670104873
"cdtally_AT","wb_book",FALSE,13,10,0.0361252126826314,-0.0161069953276613,0.0365725808599328,-0.0132220851864497,0.0348366633496164,-0.0187624716817986,0.033182301264515,-0.0179448691482992
