"parameter","mean","sd","rhat","ess_bulk","ess_tail"
"kappa1[23,1]",1.49925127942931,0.396223229924057,1.00010233135379,30978.8213074053,38433.8070004396
"kappa1[14,12]",1.28286549605384,0.495092103739414,1.00010231513319,38956.2323282954,39035.18140096
"kappa1[11,42]",1.13652187667745,0.264342486346151,1.00010225355899,31900.2435537218,39462.2963710244
"kappa0[38,4]",3.26201611498883,1.40783653679153,1.00010218938641,20860.4785789154,31078.8655586936
"kappa0[43,42]",1.99027497546928,1.63273562928468,1.00010217408879,38689.5988741977,39143.5946042402
"kappa1[31,10]",0.298979855927591,0.130069371818091,1.00010216280184,40011.634801645,39187.5099601269
"kappa1[23,12]",2.53943392472598,0.524069008343601,1.00010157297726,19912.0603180281,36918.4197574109
"kappa1[34,26]",0.198674975162453,0.0646156669551491,1.00010151265861,35816.7521668132,39635.9689931419
"kappa1[24,45]",0.24355489325631,0.129712679030955,1.00010132881245,38902.8401503493,38555.5959185683
"kappa0[41,12]",1.93796895852015,1.59946634535472,1.00010122206356,40044.8625683381,39847.1113615054
"kappa0[36,17]",4.65104056792449,2.5478732860982,1.00010112583283,29808.0918723717,37978.1533544442
"kappa0[10,26]",0.907705293793329,0.28433886407386,1.00010110555544,36651.8538439738,37909.756036984
"kappa1[40,4]",0.733726051509995,0.470493915846828,1.00010106381833,31169.2226721995,38967.8705236958
"kappa0[11,22]",0.43809400384656,0.166391593470638,1.00010094498945,38678.6691403079,38886.7585961021
"kappa1[44,5]",1.96890240705305,1.27528308710251,1.00010093379954,23563.2913766032,34503.9863371112
"kappa1[12,27]",0.0752043225881474,0.0315099330679654,1.00010078544899,39656.5834163906,38921.1023314518
"kappa0[36,4]",1.51991998855319,1.16509358105602,1.00010061374315,39857.4838927384,38204.8086616577
"kappa0[22,1]",0.491404815372874,0.205017153126508,1.00010048449398,38234.15358063,39289.5281520744
"kappa0[2,22]",0.749400688763432,0.357811538563225,1.00010045323928,38010.6514683884,39282.1163626441
"kappa0[30,3]",0.424814016270319,0.213300278965557,1.00010043663049,39420.5917595531,39600.3326893788
"kappa0[13,9]",0.752599066338533,0.188353984050911,1.0001001140446,34140.543710629,35866.6969201436
"kappa0[34,5]",0.0883190004988172,0.0430417438672133,1.00009960812371,23853.5324018949,33121.5390565214
"kappa0[31,8]",1.89210306825323,0.458601303743242,1.00009946281788,29597.5597778572,38175.3143719782
"kappa1[2,10]",1.97219683258128,0.565647074936336,1.00009924086374,32188.9202450359,39530.4961046143
"tau[2830]",0.130863341275682,0.0370926643618989,1.00009916238794,5649.69955393856,18460.404012677
"kappa0[39,6]",9.93958278161127,6.05340275999293,1.00009863590675,32146.1201891179,37352.2230028547
"kappa0[6,49]",0.27265259931878,0.176284023940305,1.00009810318222,33724.7054214499,37716.9836499014
"kappa0[6,31]",1.41026396784477,0.507635560497477,1.00009809479172,13248.8059350377,23818.5984687558
"kappa0[12,37]",0.162913370117098,0.073841993910468,1.00009801393171,36139.6707035688,37001.2419323556
"kappa1[8,16]",0.556177823960148,0.13344232075525,1.00009792685246,31822.5035132731,38259.7497000735
"tau[2069]",0.177896586902861,0.0490802479944007,1.0000977710646,6803.89209986978,23478.7683673547
"kappa0[6,29]",0.64604204288627,0.309874671960683,1.00009766292574,24995.568885396,32228.4910108169
"kappa0[22,25]",0.188456495767594,0.112700056164981,1.00009755439647,39653.2473247383,38816.8858686943
"kappa0[32,3]",3.49936323670717,0.88809609930848,1.0000973784965,33836.2872334093,38187.3189805437
"kappa0[3,18]",0.0218474985300647,0.0101928045630542,1.00009736310168,22807.5076615458,34231.2814322549
"kappa0[35,6]",22.7733112711371,9.18382836292199,1.0000973551219,16802.159735394,32066.4227978326
"kappa0[33,3]",3.56774535544373,1.2169734562888,1.00009699524194,38535.6910197125,38780.0367890478
"kappa1[3,35]",0.0105923963012623,0.00384742619661544,1.00009661792384,38409.3861808139,36732.8303631133
"kappa1[9,42]",0.715063585543338,0.264084537501869,1.00009621165839,36603.837373877,38584.1307569072
"kappa0[1,3]",1.85209449070381,0.415332511905783,1.00009604686713,28012.5429180473,38345.239190933
"kappa0[16,22]",0.20379908028211,0.0699797674432376,1.00009511523642,38854.212218225,39887.057277408
"kappa0[20,41]",0.438517528208923,0.254372958430117,1.00009479664357,39666.1265128097,40013.1934950083
"kappa0[12,13]",0.606240343744863,0.155319607616624,1.00009468427041,36741.8232075698,38683.6022219768
"kappa1[12,47]",0.130455417224395,0.043669709178237,1.00009448786386,35908.4624960711,40074.4769052953
"kappa1[46,47]",2.44487567448845,1.63520959414724,1.00009412878862,39726.1445246799,40168.7917430235
"kappa0[22,11]",0.84091599784746,0.278052618508475,1.0000937462611,36703.9388135914,38969.9844864687
"kappa1[2,22]",0.372348567178444,0.212033591240408,1.00009366342732,38322.3955811766,39276.6512393425
"kappa1[19,12]",0.984354758919087,0.676172344634379,1.00009360356112,26998.8312978886,38636.1852752889
"kappa1[33,31]",0.450717772208458,0.323052490306742,1.00009327254482,39733.6469663128,37567.332356837
"kappa0[32,38]",7.81536317339806,1.36697771110091,1.00009324966417,18155.86245112,37829.9874624136
"kappa0[48,12]",2.89086451427203,2.78520759466384,1.00009321384369,39833.617094315,39593.7343845671
"kappa0[32,18]",0.665237929234222,0.363329943513771,1.00009293538784,25863.1768983541,37584.168287492
"kappa1[37,25]",0.446904686848164,0.263226453652848,1.00009269400994,39748.1428692235,39966.6374831327
"kappa0[24,10]",1.0497679452075,0.318880738562746,1.00009258440687,37415.0181685204,38234.2578649749
"kappa1[43,23]",3.27261473399068,2.33752402110029,1.00009256294701,40248.3300791627,39802.6866705018
"kappa1[2,31]",0.898664197698658,0.363933573934954,1.00009227699518,39041.7471944885,39693.6324996959
"kappa1[10,26]",1.13558765315447,0.29578015874775,1.00009225760974,30031.1744103685,37901.2105556005
"kappa1[21,27]",11.281957986877,3.48805739328307,1.00009219177847,38018.7645642581,39033.1247447172
"kappa0[32,44]",0.461393270280624,0.271031728354198,1.00009180388039,39064.0347525827,39332.5661301063
"kappa0[37,12]",1.20238777002996,0.863608308265006,1.00009168146262,40073.1789162693,39666.4959248415
"kappa0[18,39]",0.455838661957965,0.331924955191313,1.00009151448365,34537.8538375064,38776.9070069816
"kappa0[22,23]",0.663818732656513,0.243618167584948,1.00009150291676,37790.8717513187,39181.8389502277
"kappa1[10,12]",0.83397134159745,0.250780223935844,1.00009138663874,35707.6673337057,39293.2230848668
"kappa0[10,16]",2.88782698843051,0.538055896754798,1.0000912563341,22382.9362433617,36180.8160612378
"kappa0[32,6]",0.49233175591433,0.298039092804733,1.00009106094447,30885.9531379267,39459.486670433
"kappa1[49,31]",1.31167057886992,1.40772886685611,1.00009090458283,38336.0190476548,38787.592606813
"kappa0[22,26]",0.408621488282979,0.184745714479752,1.00009072444389,38951.5305120938,38790.8154116303
"kappa1[9,12]",1.42098623633334,0.385606189615073,1.00009054924655,33659.5512334254,38906.7517485733
"kappa0[34,25]",0.0822205842130083,0.0386003625007629,1.0000905437612,39778.8296921889,38121.0601652843
"kappa0[31,10]",0.737886343800847,0.272355641848709,1.00009050476903,39412.7543536326,39655.0707581638
"kappa0[16,45]",0.0734024430371251,0.0381482512628347,1.00009009665139,40130.707892868,40438.6699132458
"kappa1[30,28]",0.439277624296003,0.114685085057116,1.00008988231499,34366.693700697,39257.4697413557
"kappa0[9,26]",1.65398265775068,0.438381220691371,1.00008987225038,28726.2047935975,37069.7475937087
"kappa0[18,33]",0.452043772761341,0.325900943225512,1.00008982077407,36406.4413350867,38055.9253165762
"kappa1[41,28]",1.25151506919703,0.910069795677728,1.0000894556941,38851.796061081,38434.4249634227
"kappa1[13,22]",0.187901249617379,0.0782972851401958,1.00008941585774,36634.6204456887,39282.3153021821
"kappa1[1,26]",0.297789740455721,0.143472128284526,1.00008903502439,40100.1835784712,38724.456126739
"kappa1[28,3]",0.781028014144129,0.375719132541097,1.00008893457414,38053.6522720757,38596.5572512487
"kappa0[23,26]",0.672915145249944,0.231500048552996,1.00008873236382,37426.1977826059,38727.4574511191
"kappa0[4,32]",1.7882088473352,0.618159537312703,1.00008867691504,12990.3391260901,25142.5515625468
"kappa0[3,49]",0.0460411196787646,0.0145891014239082,1.00008860146906,36624.0966649636,38533.3184109
"kappa1[42,22]",0.520595923002962,0.268252714134171,1.00008825354172,40004.2286434135,39814.8292585146
"kappa1[44,20]",5.85972681989039,3.20199827724227,1.00008812729598,39397.3871122845,39086.2731113049
"kappa1[47,24]",4.45873696331254,3.48934196118617,1.0000880606746,39834.5446019625,39556.8901464152
"kappa0[17,28]",0.646807382221561,0.517467445591495,1.00008805903408,39820.6422185271,40012.0822258091
"kappa0[36,3]",1.45057895352538,1.09118680416202,1.0000879403694,40459.6564013081,39656.2571218089
"kappa1[22,1]",0.322997947339267,0.120421985281062,1.00008730505309,37141.7784093733,37998.0082571207
"kappa0[33,4]",3.85099881898229,1.39427711328352,1.00008705142295,13886.7515655602,29459.5313759936
"kappa0[26,9]",0.901508389910494,0.338927595905214,1.0000869328755,39858.5243053302,39391.452313449
"kappa1[12,23]",0.248945370900584,0.0620493587633433,1.00008656555292,28988.9615763363,37771.2322139636
