"parameter","mean","sd","rhat","ess_bulk","ess_tail"
"kappa1[49,8]",11.0491529038049,1.01084055846695,1.0148639748452,460.543659403732,1513.60173590802
"mu_tau[10]",-1.58329424416046,0.0599402775705827,1.01476875065226,400.437756527268,1008.87021697238
"mu_tau[8]",-1.63344431179257,0.0770898930461576,1.01475313613897,372.355843375573,834.833424248711
"kappa1[3,9]",0.522854663145319,0.0775565994334429,1.01442560625719,255.768270048907,1204.02390571699
"kappa1[8,47]",81.7337677353079,6.24621974489275,1.01419477292977,328.558272629032,858.215437517496
"kappa1[19,11]",2.85062701379701,0.269648514879874,1.0141868818537,437.771909457466,1464.83202076678
"kappa0[2,9]",0.460530656294708,0.0837844009265748,1.01387351800656,427.728143169359,3189.08724448593
"kappa1[6,12]",0.886956955117951,0.0846934074298608,1.01373710151938,471.645307251857,1526.88780924223
"kappa1[24,15]",1.93175918126264,0.186682208159383,1.01370379357234,465.632925150021,2117.23781863182
"kappa0[5,11]",0.399163174286704,0.0776661086027479,1.01356313249726,463.430968294506,2444.08756102071
"mu_tau[12]",-1.77746181596884,0.0664100709414772,1.01353879153502,422.063219809012,1189.81990943138
"kappa0[29,27]",192.425571385027,7.09338678304647,1.01349572018505,313.269181910093,1460.54890150268
"kappa0[27,29]",25.1982935620802,0.954356885010667,1.01303599240264,314.649744941769,1447.77225273307
"mu_tau[13]",-1.9578406623098,0.0794602485048683,1.01296147670824,472.204136299589,1185.45238915716
"kappa1[8,14]",83.2147445787865,6.341808042949,1.01296086923914,329.94010656347,897.397825229841
"kappa1[4,11]",0.6980074811253,0.107584200308524,1.01295000742913,272.603812008023,1352.75849448948
"kappa1[13,46]",1637.5693206565,126.800680999968,1.01286235959892,336.683211330488,908.927411499159
"kappa0[14,28]",18.1084546116962,0.659359144746062,1.01282195647991,341.692143548364,1347.68222772729
"kappa1[27,9]",2.12277751460597,0.209585851083055,1.01279069423632,498.630028985351,1520.70205123242
"kappa0[11,45]",0.294660257959847,0.0556058747201539,1.01274505746022,440.984028130473,2684.70725644695
"kappa1[52,8]",13.2677773319799,1.30759394921443,1.01270265396478,517.478878114919,1976.90919614226
"kappa1[19,15]",2.39441685715671,0.241830656906863,1.01269671206445,484.048982513195,2236.72634250275
"kappa1[1,48]",55.7502785215731,4.41702875570289,1.01256521375271,346.577010921363,882.508071342382
"kappa1[11,6]",89.9943906344998,7.33156028835351,1.01236514728636,366.270239244822,934.906200420126
"kappa1[11,45]",0.325763151268751,0.0533614049036647,1.01233487812022,312.715200958102,1647.66364075804
"kappa0[11,13]",0.310816855084815,0.0582483309316319,1.01226886601815,460.354170431847,2980.45828114871
"kappa1[11,13]",0.342410224003031,0.0553715074237136,1.01226301772525,309.053878951514,1418.09897543762
"kappa1[46,3]",4.87880294741503,0.485545879046909,1.01210369796315,528.781368937668,2205.10701780031
